City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,ashburton,-37.8626,145.0794,18.28,65,22,2.24,AU,1691065684
362,sao pedro do piaui,-5.9294,-42.7186,28.14,52,8,4.2,BR,1691065685
363,karratha,-20.7377,116.8463,22.28,76,18,3.0,AU,1691065686
364,zvezdnyy,57.7325,56.3147,26.33,63,52,1.3,RU,1691065687
365,palangkaraya,-2.2,113.8333,27.48,58,7,1.43,ID,1691065688
366,chonchi,-42.6128,-73.8092,3.4,91,75,0.71,CL,1691065691
367,miass,55.045,60.1083,25.22,47,91,2.24,RU,1691065692
368,fort st. john,56.2499,-120.8529,10.94,100,100,3.09,CA,1691065693
369,thunder bay,48.4001,-89.3168,17.99,88,20,2.57,CA,1691065695
370,zlocieniec,53.5329,16.0113,20.5,77,75,7.32,PL,1691065695
371,siwa oasis,29.2041,25.5195,39.62,15,0,2.37,EG,1691065696
372,saint-philbert-de-grand-lieu,47.0333,-1.6333,19.05,94,75,4.12,FR,1691065698
373,boldumsaz,42.1282,59.671,40.03,13,32,3.06,TM,1691065699
374,udangudi,8.4333,78.0167,35.1,42,6,8.47,IN,1691065700
375,novyy urgal,51.0736,132.5642,15.84,67,91,0.31,RU,1691065701
376,nadvoitsy,63.8667,34.3167,24.48,54,99,4.5,RU,1691065702
377,salym,60.0625,71.4789,21.6,84,99,2.75,RU,1691065703
378,lyskovo,56.0328,45.0422,27.11,55,10,2.18,RU,1691065704
379,amalapuram,16.5833,82.0167,28.63,76,95,3.17,IN,1691065705
380,brownwood,31.7093,-98.9912,26.0,71,0,3.09,US,1691065706
381,acarau,-2.8856,-40.12,28.84,59,6,7.64,BR,1691065708
382,flekkefjord,58.2971,6.6607,19.97,57,73,3.55,NO,1691065709
383,boden,65.8252,21.6886,19.0,77,96,4.98,SE,1691065710
384,edmundston,47.3737,-68.3251,15.42,91,0,3.09,CA,1691065711
385,kentau,43.5206,68.5094,36.78,10,0,6.3,KZ,1691065712
386,fundulea,44.4667,26.5167,35.06,26,0,2.29,RO,1691065713
387,marovoay,-16.1,46.6333,33.92,28,43,3.94,MG,1691065714
388,east london,-33.0153,27.9116,29.52,18,0,2.57,ZA,1691065715
389,placido de castro,-10.3353,-67.1856,24.37,54,2,0.46,BR,1691065716
390,lezoux,45.8269,3.3792,22.79,43,75,7.72,FR,1691065717
391,weno,7.4515,151.8468,28.62,75,23,1.98,FM,1691065718
392,san luis de la loma,17.2706,-100.8939,25.36,86,100,2.31,MX,1691065719
393,remire-montjoly,4.9167,-52.2667,28.02,78,75,2.06,GF,1691065720
394,hirado,33.3597,129.5531,30.22,78,19,0.91,JP,1691065603
395,laguna,38.421,-121.4238,16.76,78,0,3.09,US,1691065722
396,saskatoon,52.1168,-106.6345,17.31,53,40,4.12,CA,1691065724
397,wynyard,-41.0,145.7167,10.34,93,100,2.45,AU,1691065727
398,puerto deseado,-47.7503,-65.8938,5.83,51,67,11.3,AR,1691065728
399,betio village,1.358,172.9211,28.02,73,47,1.21,KI,1691065729
400,prince rupert,54.3161,-130.3201,12.83,100,100,2.06,CA,1691065730
401,bathsheba,13.2167,-59.5167,29.34,79,40,5.66,BB,1691065731
402,upata,8.0086,-62.3989,24.55,85,61,1.2,VE,1691065732
403,hoa binh,20.8133,105.3383,26.21,95,99,1.21,VN,1691065656
404,kibre mengist,5.8833,38.9833,16.96,83,100,1.67,ET,1691065734
405,nabire,-3.3667,135.4833,25.31,89,100,1.19,ID,1691065518
406,ar rutbah,33.0381,40.2848,38.65,8,0,6.04,IQ,1691065736
407,juticalpa,14.65,-86.2,25.08,96,84,0.48,HN,1691065738
408,mariental,-24.6333,17.9667,26.34,19,0,8.94,NA,1691065739
409,lady frere,-31.7031,27.2329,19.18,22,0,7.86,ZA,1691065740
410,as sulayyil,20.4607,45.5779,46.14,6,5,1.96,SA,1691065742
411,statesville,35.7826,-80.8873,21.57,66,100,2.06,US,1691065743
412,tweed heads,-28.1817,153.547,16.23,89,40,2.57,AU,1691065744
413,ulaangom,49.9811,92.0667,26.31,39,77,2.68,MN,1691065519
414,vadso,70.0744,29.7487,27.49,57,12,6.17,NO,1691065747
415,punta alta,-38.8759,-62.0736,5.04,51,4,4.0,AR,1691065748
416,palmer,42.1584,-72.3287,19.4,77,69,2.24,US,1691065750
417,mananjary,-21.2167,48.3333,21.08,84,96,6.59,MG,1691065751
418,bekalta,35.6174,10.9947,34.01,50,0,7.99,TN,1691065752
419,auki,-8.7676,160.7034,24.68,91,100,2.21,SB,1691065754
420,nayoro,44.3506,142.4578,22.83,97,100,2.6,JP,1691065755
421,zabid,14.1951,43.3152,39.55,26,48,10.37,YE,1691065756
422,corbelia,-24.7989,-53.3067,22.64,56,0,0.85,BR,1691065757
423,walvis bay,-22.9575,14.5053,16.53,67,0,4.12,NA,1691065758
424,rupert,42.6191,-113.6772,16.97,82,100,1.54,US,1691065759
425,nadym,65.5333,72.5167,30.33,37,2,6.9,RU,1691065760
426,puerto real,36.5282,-6.1901,29.07,60,0,5.66,ES,1691065761
427,ugoofaaru,5.6667,73.0,28.48,72,79,3.71,MV,1691065763
428,yuzhno-kurilsk,44.0306,145.8556,18.74,95,100,4.72,RU,1691065764
429,kolonia town,6.964,158.206,26.0,94,40,1.54,FM,1691065766
430,sinabang,2.4803,96.3801,27.2,80,82,1.46,ID,1691065767
431,kuraymah,18.55,31.85,38.49,29,35,6.66,SD,1691065768
432,santyoku,37.4406,129.1708,27.06,74,31,3.35,KR,1691065769
433,keflavik,64.0049,-22.5624,12.95,100,100,3.6,IS,1691065770
434,coahuayana de hidalgo,18.7,-103.6583,25.38,91,91,1.25,MX,1691065771
435,cobija,-11.0267,-68.7692,22.1,88,40,0.0,BO,1691065772
436,mzimba,-11.9,33.6,18.25,51,64,3.56,MW,1691065774
437,ulan bator,47.9077,106.8832,18.07,68,40,4.0,MN,1691065775
438,tromso,69.6496,18.957,21.01,49,40,6.17,NO,1691065776
439,isola di capo rizzuto,38.96,17.0933,32.41,45,0,6.17,IT,1691065777
440,uttarkashi,30.7333,78.45,27.61,84,67,1.55,IN,1691065778
441,manta,-0.95,-80.7333,23.89,83,75,3.58,EC,1691065779
442,smithers,54.7804,-127.1743,7.18,100,20,1.03,CA,1691065780
443,princeville,45.7668,-61.2985,21.2,74,0,1.54,CA,1691065781
444,muynoq,43.7683,59.0214,31.11,31,85,6.75,UZ,1691065782
445,nowshahr,36.649,51.496,29.97,74,75,2.06,IR,1691065783
446,qamdo,31.1667,97.2333,13.4,64,81,0.13,CN,1691065784
447,midvagur,62.0511,-7.1939,10.46,81,75,8.75,FO,1691065785
448,belmonte,-15.8631,-38.8828,23.85,66,4,0.95,BR,1691065786
449,arteche,12.2645,125.4048,27.39,79,96,2.04,PH,1691065787
450,tulun,54.5611,100.5792,20.21,83,99,1.63,RU,1691065781
451,naraina,26.7833,75.2,31.55,57,96,6.25,IN,1691065637
452,ephrata,40.1798,-76.1788,20.92,79,20,1.54,US,1691065790
453,monywa,22.1167,95.1333,32.42,58,100,4.41,MM,1691065791
454,novodvinsk,64.4165,40.8122,26.02,46,35,1.89,RU,1691065793
455,minas de marcona,-15.2119,-75.1103,10.88,89,63,2.79,PE,1691065796
456,gueckedou,8.6667,-10.25,25.8,79,100,2.07,GN,1691065797
457,kiuruvesi,63.65,26.6167,21.95,58,97,2.91,FI,1691065798
458,alofi,-19.0595,-169.9187,19.94,94,100,6.17,NU,1691065800
459,mogocha,53.7333,119.7667,13.76,65,100,1.98,RU,1691065801
460,beloyarskiy,63.7119,66.6722,30.32,36,46,4.04,RU,1691065694
461,mamuju,-2.6748,118.8885,26.88,86,54,1.33,ID,1691065803
462,cody,44.5263,-109.0565,18.11,71,75,2.06,US,1691065806
463,santiago de cao,-7.9589,-79.2392,18.07,88,20,2.06,PE,1691065807
464,balqash,46.8481,74.995,32.33,25,0,6.0,KZ,1691065808
465,mattoon,39.4831,-88.3728,20.69,94,0,0.0,US,1691065810
466,lagos,6.5833,3.75,27.22,73,100,3.7,NG,1691065807
467,kourou,5.1552,-52.6478,28.03,67,23,3.33,GF,1691065812
468,tual,-5.6667,132.75,26.77,83,18,8.08,ID,1691065813
469,vondrozo,-22.8167,47.2833,15.7,87,96,2.54,MG,1691065814
470,ancud,-41.8697,-73.8203,4.04,78,14,0.91,CL,1691065815
471,mermoz boabab,14.7065,-17.4758,31.31,66,40,1.03,SN,1691065816
472,konarka,19.9,86.1167,29.22,75,100,5.78,IN,1691065818
473,palestine,31.9216,35.2033,29.62,53,0,6.81,PS,1691065819
474,san pedro pochutla,15.7333,-96.4667,23.17,90,100,2.66,MX,1691065820
475,hithadhoo,-0.6,73.0833,28.18,71,98,3.06,MV,1691065821
476,champerico,14.3,-91.9167,26.3,77,87,2.69,GT,1691065822
477,maceio,-9.6658,-35.7353,25.69,83,75,2.06,BR,1691065823
478,namibe,-15.1961,12.1522,21.41,72,20,4.19,AO,1691065824
479,marsabit,2.3284,37.9899,24.99,38,100,10.28,KE,1691065825
480,borzya,50.3833,116.5167,14.05,74,100,3.36,RU,1691065827
481,pisco,-13.7,-76.2167,19.03,72,100,1.54,PE,1691065828
482,notodden,59.5594,9.2585,23.75,54,20,0.86,NO,1691065829
483,giaveno,45.047,7.3492,29.1,58,1,3.12,IT,1691065728
484,sant carles de la rapita,40.6167,0.6,31.32,38,7,4.36,ES,1691065831
485,jacobabad,28.281,68.4388,42.66,27,51,4.15,PK,1691065833
486,sao vicente,-23.9631,-46.3919,27.93,49,0,1.03,BR,1691065835
487,petropavlovka,50.6114,105.3196,16.48,92,42,1.27,RU,1691065837
488,hami,42.8,93.45,35.62,12,0,1.92,CN,1691065838
489,kayangel,8.0823,134.7173,26.65,82,100,2.81,PW,1691065839
490,vuktyl,63.8567,57.3094,20.41,84,100,4.14,RU,1691065840
491,gamboma,-1.8764,15.8644,37.56,25,68,1.3,CG,1691065842
492,ciudad madero,22.2667,-97.8333,27.11,89,0,0.0,MX,1691065843
493,korsholm,63.1142,21.6822,21.8,83,40,2.06,FI,1691065844
494,yelizavetinskaya,45.0445,38.7958,32.27,46,87,3.23,RU,1691065845
495,kauhajoki,62.4333,22.1833,18.99,75,100,1.79,FI,1691065846
496,takoradi,4.8845,-1.7554,25.91,73,81,4.65,GH,1691065847
497,umluj,25.0213,37.2685,33.88,53,0,4.93,SA,1691065794
498,kerikeri,-35.2268,173.9474,3.84,89,7,1.77,NZ,1691065850
499,santo antonio,-6.3106,-35.4789,29.09,53,48,7.88,BR,1691065851
500,santana,-0.0583,-51.1817,30.1,79,40,3.03,BR,1691065852
501,mehran,33.1222,46.1646,44.63,5,0,11.01,IR,1691065853
502,nguigmi,14.2495,13.1092,35.56,37,98,3.65,NE,1691065854
503,xinglongshan,43.9561,125.4661,28.86,74,75,4.0,CN,1691065855
504,jiguani,20.3667,-76.4272,23.88,80,88,1.7,CU,1691065856
505,nadi,-17.8,177.4167,22.0,78,75,3.6,FJ,1691065858
506,zhanaozen,43.3,52.8,39.06,18,8,1.02,KZ,1691065860
507,fortuna,40.5982,-124.1573,14.25,97,100,0.0,US,1691065861
508,luderitz,-26.6481,15.1594,20.52,35,95,5.92,NA,1691065862
509,neelankarai,12.9455,80.2575,36.03,49,40,3.09,IN,1691065864
510,ouesso,1.6136,16.0517,22.42,96,100,1.12,CG,1691065865
511,holualoa,19.6228,-155.9522,23.91,84,75,2.57,US,1691065866
512,nikolayevsk-on-amure,53.1406,140.73,10.4,91,61,1.34,RU,1691065867
513,gaspe,48.8334,-64.4819,16.95,72,20,1.54,CA,1691065868
514,valderice,38.0401,12.6151,35.16,38,0,3.09,IT,1691065869
515,ocos,14.5094,-92.1933,24.1,77,97,2.85,GT,1691065871
516,itaituba,-4.2761,-55.9836,28.09,83,75,0.0,BR,1691065872
517,dromore,54.5167,-7.4667,15.55,77,96,5.72,GB,1691065873
518,shizunai-furukawacho,42.3339,142.3669,22.31,94,76,3.44,JP,1691065875
519,turpan,42.9333,89.1667,40.3,15,100,7.48,CN,1691065876
520,alghero,40.5589,8.3181,30.05,66,20,5.66,IT,1691065877
521,fonte boa,-2.4959,-66.2662,25.77,85,100,0.77,BR,1691065878
522,irymple,-34.25,142.1667,14.49,57,30,0.45,AU,1691065879
523,mapastepec,15.4333,-92.9,25.96,80,100,1.43,MX,1691065881
524,al burayqah,30.4062,19.5739,30.1,56,0,4.82,LY,1691065882
525,jiwani,25.05,61.7417,28.34,81,38,5.55,PK,1691065883
526,puerto san jose,13.9256,-90.8244,26.01,77,100,2.09,GT,1691065884
527,bandarbeyla,9.4942,50.8122,31.76,46,55,12.06,SO,1691065885
528,kirakira,-10.4544,161.9205,25.06,91,45,4.28,SB,1691065886
529,hendersonville,36.3048,-86.62,23.77,96,100,3.54,US,1691065887
530,kerema,-7.9631,145.7785,24.91,87,94,5.51,PG,1691065888
531,kargopol',61.5071,38.9456,24.87,48,100,2.61,RU,1691065890
532,chui,-33.6971,-53.4616,10.82,63,98,4.8,UY,1691065861
533,vizinga,61.0749,50.1031,23.96,61,100,1.31,RU,1691065891
534,thurso,58.5927,-3.5259,14.14,92,100,6.69,GB,1691065892
535,afif,23.9065,42.9172,41.64,7,3,5.57,SA,1691065894
536,general acha,-37.377,-64.6043,7.22,42,23,4.1,AR,1691065895
537,poronaysk,49.2167,143.1167,13.48,92,100,0.99,RU,1691065896
538,zahedan,29.4963,60.8629,37.95,10,0,3.09,IR,1691065897
539,trondheim,63.4305,10.3951,19.99,69,30,3.03,NO,1691065898
540,altamont,42.2068,-121.7372,13.32,79,0,0.45,US,1691065899
541,nuuk,64.1835,-51.7216,9.34,87,75,3.6,GL,1691065900
542,bamboo flat,11.7,92.7167,29.05,79,40,5.66,IN,1691065901
543,ingeniero jacobacci,-41.3427,-69.5448,0.28,52,1,2.38,AR,1691065902
544,freetown,8.484,-13.2299,24.84,94,75,6.17,SL,1691065903
545,wisconsin rapids,44.3836,-89.8174,21.83,96,0,2.06,US,1691065904
546,pariaman,-0.619,100.12,29.03,81,100,1.58,ID,1691065905
547,igarka,67.4667,86.5833,23.26,52,56,3.44,RU,1691065906
548,kaa-khem,51.6833,94.7333,25.04,44,3,0.36,RU,1691065907
549,cabo san lucas,22.8909,-109.9124,30.84,55,56,4.57,MX,1691065908
550,warangal,18.0,79.5833,27.21,75,100,5.07,IN,1691065772
551,aibak,36.2647,68.0155,35.25,14,0,4.35,AF,1691065910
552,la cruz,23.9167,-106.9,27.07,83,23,1.31,MX,1691065911
553,mersing,2.4312,103.8405,25.95,89,40,2.06,MY,1691065812
554,preobrazheniye,42.9019,133.9064,18.64,98,100,4.07,RU,1691065913
555,urangan,-25.3,152.9,19.06,64,6,6.56,AU,1691065914
556,klamath falls,42.2249,-121.7817,13.36,79,0,0.45,US,1691065915
557,quellon,-43.1167,-73.6167,4.14,93,0,0.0,CL,1691065916
558,namanga,-2.5433,36.7905,19.81,60,100,4.19,KE,1691065917
559,napa,38.4832,-122.3344,13.09,80,3,1.29,US,1691065918
560,tosontsengel,48.7567,98.2839,15.04,75,0,0.76,MN,1691065919
561,mabaruma,8.2,-59.7833,27.06,90,99,0.69,GY,1691065920
562,port isabel,26.0734,-97.2086,27.81,90,0,1.54,US,1691065921
563,zhumysker,49.3333,49.4,32.44,25,100,5.59,KZ,1691065922
564,tucumcari,35.1717,-103.725,17.91,63,0,3.6,US,1691065923
565,tomatlan,19.9333,-105.25,24.08,95,6,1.52,MX,1691065924
566,ulsteinvik,62.3432,5.8487,19.5,87,80,4.17,NO,1691065925
567,baruun-urt,46.6806,113.2792,15.75,85,100,5.0,MN,1691065927
